priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1235,and natural smoke flavor,and natural smoke flavor,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,and natural smoke flavor (9),usda_only_train:7 | usda_only_holdout:2,,
1235,mono and diglycerides with bht and citric acid to help protect flavor,mono and diglycerides with bht and citric acid to help protect flavor,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,mono and diglycerides with bht and citric acid to help protect flavor (9),usda_only_train:8 | usda_only_val:1,,
1235,natural orange flavor,natural orange flavor,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural orange flavor (9),usda_only_train:7 | usda_only_holdout:1 | openfoodfacts_targeted:1,,
1235,other natural flavor,other natural flavor,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,other natural flavors (9),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:1,,
1235,salt and flavor,salt and flavor,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,salt and flavors (5) | salt and flavor (4),usda_only_train:7 | usda_only_holdout:2,,
1235,seasoning monosodium glutamate,seasoning monosodium glutamate,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning monosodium glutamate (9),usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
1235,spice blend sugar,spice blend sugar,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spice blend sugar (9),usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
1235,spices black pepper,spices black pepper,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices black pepper (9),usda_only_train:7 | usda_only_holdout:2,,
1235,spices including red pepper and black pepper,spices including red pepper and black pepper,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices including red pepper and black pepper (9),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:2,,
1235,applewood smoke flavor,applewood smoke flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,applewood smoke flavor (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
1235,artificial vanillin flavor,artificial vanillin flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,artificial vanillin flavor (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
1235,blueberry flavor,blueberry flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"organic blueberry flavor (organic cane sugar, organic rice flour, organic potato starch, organic dried blueberries, organic natural flavor, organic sunflower oil) (5) | blueberry flavor (propyleneglycol, water, alcohol) (3)",usda_only_train:7 | usda_only_val:1,,
1235,blueberry flavor with other natural flavor,blueberry flavor with other natural flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,blueberry flavor with other natural flavors (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
1235,brown sugar natural flavor,brown sugar natural flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,brown sugar natural flavor (8),usda_only_train:7 | usda_only_val:1,,
1235,butternut flavoring natural flavor,butternut flavoring natural flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,butternut flavoring natural flavors (8),usda_only_train:6 | usda_only_val:2,,
1235,citric acid for flavor,citric acid for flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,citric acid for flavor (8),usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
1235,including natural and artificial vanilla flavor,including natural and artificial vanilla flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,including natural and artificial vanilla flavor (8),usda_only_train:8,,
1235,may also contain natural smoked flavor,may also contain natural smoked flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,may also contain natural smoked flavor (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
1235,n and a flavor,n and a flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,n and a flavor (8),usda_only_train:7 | usda_only_val:1,,
1235,natural applewood smoke flavor,natural applewood smoke flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural applewood smoke flavor (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
1235,natural avocado flavor,natural avocado flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural avocado flavor (8),usda_only_train:6 | usda_only_val:2,,
1235,natural onion flavor,natural onion flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural onion flavors (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
1235,natural smoke and grill flavor,natural smoke and grill flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural smoke and grill flavors (8),usda_only_train:6 | usda_only_holdout:2,,
1235,naturalsmoke flavor,naturalsmoke flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,naturalsmoke flavor (8),usda_only_train:4 | usda_only_holdout:3 | usda_only_val:1,,
1235,pomegranate blueberry flavor,pomegranate blueberry flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"pomegranate blueberry flavor (sugar, water, blueberry puree, pomegranate juice concentrate, natural flavor, phosphoric acid, black carrot and black current juice , cellulose gum, ascorbic acid, green tea powder) (8)",usda_only_train:7 | usda_only_holdout:1,,
1235,pure vanilla and artificial flavor,pure vanilla and artificial flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,pure vanilla and artificial flavors (8),usda_only_train:6 | usda_only_holdout:2,,
1235,seasoning cultured celery juice powder,seasoning cultured celery juice powder,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning cultured celery juice powder (8),usda_only_train:5 | usda_only_val:3,,
1235,seasoning food starch modified,seasoning food starch-modified,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning food starch-modified (8),usda_only_train:8,,
1235,sodium alginate natural and artificial flavor,sodium alginate natural and artificial flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,sodium alginate natural and artificial flavor (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
1235,spice and coloring paprika,spice and coloring paprika,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spice and coloring paprika (8),usda_only_train:4 | usda_only_val:4,,
1235,vanilla flavor with other natural flavor,vanilla flavor with other natural flavor,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,vanilla flavor with other natural flavors (8),usda_only_train:7 | usda_only_holdout:1,,
1235,caclium disodium edta to protect flavor,caclium disodium edta to protect flavor,7,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,caclium disodium edta to protect flavor (7),usda_only_train:5 | usda_only_holdout:2,,
1175,seasoning blend cornstarch modified,seasoning blend cornstarch-modified,98,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning blend cornstarch-modified (98),usda_only_train:62 | usda_only_val:21 | usda_only_holdout:15,,
1175,vanillin an artificial flavor,vanillin - an artificial flavor,94,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,vanillin - an artificial flavor (94),usda_only_train:60 | usda_only_val:23 | usda_only_holdout:11,,
1175,natural flavor and artificial flavor,natural flavor and artificial flavor,84,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural flavor and artificial flavor (84),usda_only_train:54 | usda_only_val:18 | usda_only_holdout:12,,
1175,spices and herb,spices and herb,81,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"spices and herbs (78) | spices and herbs (pepper, garlic, onion, clove, allspice) (3)",usda_only_train:52 | usda_only_val:16 | usda_only_holdout:13,,
1175,seasonings salt,seasonings salt,80,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasonings salt (80),usda_only_train:50 | usda_only_val:19 | usda_only_holdout:11,,
1175,spice and coloring,spice and coloring,78,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"spice and coloring (73) | spice and coloring (paprika, cilantro) (5)",usda_only_train:49 | usda_only_holdout:17 | usda_only_val:11 | openfoodfacts_targeted:1,,
1175,tbhq and citric acid added to protect flavor,tbhq and citric acid added to protect flavor,71,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,tbhq and citric acid added to protect flavor (71),usda_only_train:49 | usda_only_val:14 | usda_only_holdout:8,,
1175,natural mesquite smoke flavor,natural mesquite smoke flavor,65,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural mesquite smoke flavor (65),usda_only_train:43 | usda_only_val:13 | usda_only_holdout:9,,
1175,seasoning blend salt,seasoning blend salt,62,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning blend salt (62),usda_only_train:40 | usda_only_val:12 | usda_only_holdout:10,,
1175,natural strawberry flavor with other natural flavor,natural strawberry flavor with other natural flavor,57,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural strawberry flavor with other natural flavors (41) | natural strawberry flavor with other natural flavor (11) | natural strawberry flavor* with other natural flavors (5),usda_only_train:35 | usda_only_val:11 | usda_only_holdout:11,,
1175,artificial vanilla flavor,artificial vanilla flavor,56,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,artificial vanilla flavor (54) | artificial vanilla flavor) (2),usda_only_train:36 | usda_only_val:14 | usda_only_holdout:6,,
1175,natural and artificial vanilla flavor,natural and artificial vanilla flavor,56,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural and artificial vanilla flavor (45) | natural and artificial vanilla flavors (10) | natural and artificial vanilla flavor) (1),usda_only_train:42 | usda_only_val:7 | usda_only_holdout:7,,
1175,seasoning flavoring,seasoning flavoring,55,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning flavorings (54) | seasoning flavoring (1),usda_only_train:35 | usda_only_val:11 | usda_only_holdout:8 | openfoodfacts_targeted:1,,
1175,spices including paprika,spices including paprika,55,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices including paprika (47) | organic spices including paprika (8),usda_only_train:37 | usda_only_val:11 | usda_only_holdout:7,,
1175,flavor enhancer,flavor enhancer,53,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"flavor enhancer (31) | flavor enhancers (16) | flavor enhancer (yeast, yeast extract) (2) | flavor enhancers (monosodium glutamate, disodium 5-ribonucleotides) (1) | flavor enhancers (disodium guanylate, disodium inosinate) (1)",usda_only_train:37 | openfoodfacts_targeted:7 | usda_only_holdout:5 | usda_only_val:4,,
1175,bht to protect flavor,bht to protect flavor,52,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,bht to protect flavor (52),usda_only_train:37 | usda_only_val:9 | usda_only_holdout:6,,
1175,flavors and artificial flavor,flavors and artificial flavor,52,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,flavors and artificial flavors (52),usda_only_train:30 | usda_only_val:13 | usda_only_holdout:9,,
1175,potassium sorbate to protect flavor,potassium sorbate to protect flavor,50,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,potassium sorbate to protect flavor (50),usda_only_train:35 | usda_only_val:8 | usda_only_holdout:7,,
1175,citric acid to help protect flavor,citric acid to help protect flavor,48,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,citric acid to help protect flavor (48),usda_only_train:29 | usda_only_val:11 | usda_only_holdout:8,,
1175,to help protect flavor,to help protect flavor,42,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,to help protect flavor (42),usda_only_train:27 | usda_only_holdout:8 | usda_only_val:7,,
1175,seasoning cornstarch,seasoning cornstarch,37,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning cornstarch (37),usda_only_train:27 | usda_only_val:5 | usda_only_holdout:5,,
1175,2 or less natural flavor,2% or less natural flavor,35,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,2% or less natural flavors (33) | 2% or less natural flavor (2),usda_only_train:23 | usda_only_val:6 | usda_only_holdout:6,,
1175,and natural flavor,and natural flavor,35,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,and natural flavor (23) | and natural flavors (12),usda_only_train:22 | usda_only_val:6 | usda_only_holdout:5 | openfoodfacts_targeted:2,,
1175,spices including celery seed,spices including celery seed,33,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices including celery seed (32) | spices including celery seeds (1),usda_only_train:22 | usda_only_val:9 | usda_only_holdout:2,,
1175,seasoning flavor,seasoning flavor,32,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning flavors (27) | seasoning flavor (5),usda_only_train:17 | usda_only_val:8 | usda_only_holdout:7,,
1175,spices includes paprika,spices includes paprika,32,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices includes paprika (32),usda_only_train:25 | usda_only_val:4 | usda_only_holdout:3,,
1175,seasoning modified food starch,seasoning modified food starch,30,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning modified food starch (30),usda_only_train:21 | usda_only_holdout:5 | usda_only_val:4,,
1175,spices including mustard,spices including mustard,30,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices including mustard (30),usda_only_train:22 | usda_only_val:7 | usda_only_holdout:1,,
1175,wasabi flavor,wasabi flavor,30,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,wasabi flavor (30),usda_only_train:22 | usda_only_val:5 | usda_only_holdout:3,,
1175,hickory smoke flavor,hickory smoke flavor,29,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,hickory smoke flavor (29),usda_only_train:19 | usda_only_val:5 | usda_only_holdout:5,,
1175,bha and bht added to protect flavor,bha and bht added to protect flavor,28,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,bha and bht added to protect flavor (28),usda_only_train:19 | usda_only_val:6 | usda_only_holdout:3,,
1175,flavor blend maltodextrin,flavor blend maltodextrin,28,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,flavor blend maltodextrin (28),usda_only_train:21 | usda_only_holdout:4 | usda_only_val:3,,
1175,seasoning blend dextrose,seasoning blend dextrose,28,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning blend dextrose (28),usda_only_train:22 | usda_only_val:4 | usda_only_holdout:2,,
1175,seasoning natural flavor,seasoning natural flavor,27,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning natural flavor (27),usda_only_train:19 | usda_only_val:6 | usda_only_holdout:2,,
1175,seasonings dextrose,seasonings dextrose,27,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasonings dextrose (27),usda_only_train:23 | usda_only_val:3 | usda_only_holdout:1,,
1175,spice and color,spice and color,26,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spice and color (26),usda_only_train:17 | usda_only_val:4 | usda_only_holdout:4 | openfoodfacts_targeted:1,,
1175,seasoning onion,seasoning onion,25,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning onion (25),usda_only_train:19 | usda_only_val:3 | usda_only_holdout:3,,
1175,and vanillin an artificial flavor,and vanillin an artificial flavor,24,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,and vanillin an artificial flavor (24),usda_only_train:21 | usda_only_val:2 | usda_only_holdout:1,,
1175,propyl gallate and citric acid added to protect flavor,propyl gallate and citric acid added to protect flavor,24,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,propyl gallate and citric acid added to protect flavor (24),usda_only_train:16 | usda_only_holdout:5 | usda_only_val:3,,
1175,natural caramel flavor,natural caramel flavor,23,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"natural caramel flavor (20) | natural caramel flavor* (2) | natural caramel flavor (caramelized sugar syrup, propylene glycol, ethyl alcohol) (1)",usda_only_train:13 | usda_only_val:8 | usda_only_holdout:2,,
1175,bha bht and citric acid to preserve flavor,bha/bht and citric acid to preserve flavor,22,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,bha/bht and citric acid to preserve flavor (22),usda_only_train:16 | usda_only_val:4 | usda_only_holdout:2,,
1175,mono and diglycerides with bht and citric acid to protect flavor,mono and diglycerides with bht and citric acid to protect flavor,22,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,mono and diglycerides with bht and citric acid to protect flavor (22),usda_only_train:19 | usda_only_holdout:2 | usda_only_val:1,,
1175,seasoning tomato powder,seasoning tomato powder,21,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning tomato powder (21),usda_only_train:16 | usda_only_holdout:3 | usda_only_val:2,,
1175,tbhq and citric acid added to help protect flavor,tbhq and citric acid added to help protect flavor,21,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,tbhq and citric acid added to help protect flavor (21),usda_only_train:14 | usda_only_holdout:4 | usda_only_val:3,,
1175,potassium sorbate and sodium benzoate to protect flavor,potassium sorbate and sodium benzoate to protect flavor,20,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,potassium sorbate and sodium benzoate to protect flavor (20),usda_only_train:11 | usda_only_holdout:6 | usda_only_val:3,,
1175,seasoning water,seasoning water,20,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning water (20),usda_only_train:14 | usda_only_holdout:4 | usda_only_val:2,,
1175,spice and flavoring,spice and flavoring,20,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spice and flavoring (20),usda_only_train:15 | usda_only_holdout:4 | usda_only_val:1,,
1175,spices organic oregano,spices organic oregano,20,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,organic spices organic oregano (20),usda_only_train:18 | usda_only_val:1 | usda_only_holdout:1,,
1135,spice,spice,17771,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices (11948) | spice (5411) | organic spices (77) | spices (including celery seed) (51) | spices* (25),usda_only_train:12039 | usda_only_val:2940 | usda_only_holdout:2656 | openfoodfacts_targeted:136,,
1135,artificial flavor,artificial flavor,7711,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"artificial flavor (6982) | artificial flavors (667) | artificial flavor) (57) | artificial flavor (propylene glycol, citric acid) (4) | artificial flavor (vanillin) (1)",usda_only_train:5226 | usda_only_val:1310 | usda_only_holdout:1147 | openfoodfacts_targeted:28,,
1135,natural and artificial flavor,natural and artificial flavor,6063,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"natural and artificial flavor (3331) | natural and artificial flavors (2587) | natural and artificial flavors (. precooked sausage: pork, water, salt, corn syrup solids, seasoning (spices), sodium phosphate, sugar, monosodium glutamate and caramel coloring. rendered bacon fat: (cured with water, salt, smoke flavoring, sodium phosphate, sodium erythorbate, sodium nitrite (13) | natural and artificial flavors (including smoke flavor) (10) | natural and artificial flavors (including milk) (8)",usda_only_train:4123 | usda_only_val:989 | usda_only_holdout:923 | openfoodfacts_targeted:28,,
1135,flavoring,flavoring,4217,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"flavoring (2461) | flavorings (1610) | flavoring (maltodextrin, gum arabic, natural flavor (98) | flavoring (maltodextrin and natural flavor , wheat gluten, celery seeds) (7) | flavorings (.grated cheese topping: a blend of cheeses (parmesan and romano made from cow's milk cultured pasteurized part-skim milk, salt, enzymes , rice flour, palm oil, salt, powdered cellulose added to prevent caking , potassium sorbate preservative ) (7)",usda_only_train:2859 | usda_only_val:721 | usda_only_holdout:629 | openfoodfacts_targeted:7 | openfoodfacts_examples:1,,
1135,seasoning,seasoning,1626,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"seasoning (dextrose, maltodextrin, corn starch, salt, grill flavor from sunflower oil , citric acid) (96) | seasoning (rice flour, corn starch, potassium chloride, salt, coconut oil, wheat starch, sodium alginate) (91) | seasoning (salt, whey protein concentrate, spices, corn syrup solids, dextrose, caramel color, bha, propyl gallate, citric acid) (59) | seasoning (hydrolyzed corn protein, dextrose, salt, onion powder, spices) (42) | seasoning (hydrolyzed cornprotein, dextrose, salt, onion powder, spices) (33)",usda_only_train:1100 | usda_only_val:279 | usda_only_holdout:230 | openfoodfacts_targeted:17,,
1135,flavor,flavor,1336,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"flavor (597) | flavors (498) | flavors* (93) | flavor (hydrolyzed corn protein, salt) (31) | flavor (hydrolyzed soy protein, salt) (27)",usda_only_train:859 | usda_only_val:253 | usda_only_holdout:208 | openfoodfacts_targeted:15 | openfoodfacts_examples:1,,
1135,natural smoke flavor,natural smoke flavor,963,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural smoke flavor (943) | natural smoke flavors (10) | natural smoke flavor) (9) | natural smoke flavors (maltodextrin) (1),usda_only_train:660 | usda_only_val:155 | usda_only_holdout:140 | openfoodfacts_targeted:8,,
1135,natural vanilla flavor,natural vanilla flavor,923,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural vanilla flavor (921) | natural vanilla flavor) (2),usda_only_train:614 | usda_only_val:158 | usda_only_holdout:141 | openfoodfacts_targeted:10,,
1135,seasoning salt,seasoning salt,629,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"seasoning salt (625) | seasoning (maltodextrin, flavor - grill flavor from partially hydrogenated soybean and cottonseed oil - modified corn starch, corn syrup solids corn - torula yeast, disodium inosinate and disodium guanylate) salt (4)",usda_only_train:444 | usda_only_val:97 | usda_only_holdout:87 | openfoodfacts_targeted:1,,
1135,vanillin artificial flavor,vanillin artificial flavor,389,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,vanillin artificial flavor (374) | vanillin artificial flavor ) (9) | vanillin artificial flavor) (6),usda_only_train:270 | usda_only_holdout:63 | usda_only_val:56,,
1135,seasoning spice,seasoning spice,353,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning spices (323) | seasoning spice (30),usda_only_train:242 | usda_only_val:68 | usda_only_holdout:43,,
1135,smoke flavor,smoke flavor,292,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,smoke flavor (288) | smoke flavor (including applewood) (4),usda_only_train:202 | usda_only_val:44 | usda_only_holdout:43 | openfoodfacts_targeted:3,,
1135,an artificial flavor,an artificial flavor,266,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,an artificial flavor (266),usda_only_train:176 | usda_only_val:46 | usda_only_holdout:43 | openfoodfacts_targeted:1,,
1135,natural hickory smoke flavor,natural hickory smoke flavor,250,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural hickory smoke flavor (250),usda_only_train:170 | usda_only_val:48 | usda_only_holdout:31 | openfoodfacts_targeted:1,,
1135,artificial and natural flavor,artificial and natural flavor,247,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,artificial and natural flavors (218) | artificial and natural flavor (23) | artificial and natural flavors) (5) | artificial and natural flavor ) (1),usda_only_train:168 | usda_only_val:41 | usda_only_holdout:34 | openfoodfacts_targeted:4,,
1135,and natural and artificial flavor,and natural and artificial flavor,184,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"and natural and artificial flavors (174) | and natural and artificial flavor (4) | and natural and artificial flavors (including natural and artificial swiss chocolate flavor (4) | and natural and artificial flavors (.vanilla crmes naturally and artificially flavored sandwich cookies - enriched flour (bleached wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sugar, vegetable shortening (palm and canola oil with tbhq to preserve freshness ), skim milk, less than 2% of the following: high fructose corn syrup, corn syrup, eggs, whey, leavening (baking soda), salt, soy lecithin, modified corn starch, caramel color, citric acid, and natural and artificial flavors (2)",usda_only_train:120 | usda_only_val:33 | usda_only_holdout:31,,
1135,to protect flavor,to protect flavor,166,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,to protect flavor (166),usda_only_train:102 | usda_only_val:34 | usda_only_holdout:23 | openfoodfacts_targeted:7,,
1135,vanillin an artificial flavor,vanillin an artificial flavor,164,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,vanillin an artificial flavor (152) | vanillin an artificial flavor ) (12),usda_only_train:110 | usda_only_holdout:32 | usda_only_val:22,,
1135,seasoning sugar,seasoning sugar,149,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning sugar (149),usda_only_train:93 | usda_only_val:33 | usda_only_holdout:23,,
1135,maltodextrin and natural flavor,maltodextrin and natural flavor,146,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,maltodextrin and natural flavor (145) | maltodextrin and natural flavor) (1),usda_only_train:87 | usda_only_val:36 | usda_only_holdout:22 | openfoodfacts_targeted:1,,
1135,seasoning maltodextrin,seasoning maltodextrin,142,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning maltodextrin (142),usda_only_train:104 | usda_only_val:20 | usda_only_holdout:17 | openfoodfacts_targeted:1,,
1135,calcium disodium edta added to protect flavor,calcium disodium edta added to protect flavor,137,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,calcium disodium edta added to protect flavor (136) | ) calcium disodium edta added to protect flavor (1),usda_only_train:86 | usda_only_val:30 | usda_only_holdout:20 | openfoodfacts_targeted:1,,
1135,calcium disodium edta to protect flavor,calcium disodium edta to protect flavor,136,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,calcium disodium edta to protect flavor (136),usda_only_train:95 | usda_only_val:22 | usda_only_holdout:19,,
1135,bha and bht and citric acid added to protect flavor,bha and bht and citric acid added to protect flavor,121,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,bha and bht and citric acid added to protect flavor (121),usda_only_train:81 | usda_only_val:20 | usda_only_holdout:20,,
