priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1830,grilled chicken salad,grilled chicken salad,8,no,egg | soy,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:egg | allergen:soy | diet_block:meat | evidence:surface_form | review:product_style | review:surface_form_composite,"grilled chicken salad (chicken breast, mayonnaise soybean oil, whole eggs, vinegar egg yolks, water salt, dextrose, sugar, lemon juice, calcium disodium edta (protect quality), natural flavors , celery, red wine vinegar (4) | grilled chicken salad (chicken breast, mayonnaise soybean oil, whole eggs, vinegar, egg yolks, water, salt, dextrose, sugar, lemon juice, calcium disodium edta protects quality , natural flavors , celery, red wine vinegar (4)",usda_only_train:4 | usda_only_val:3 | usda_only_holdout:1,,
1830,oriental mix,oriental mix,8,no,sesame | soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:sesame | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"oriental mix (4) | oriental mix (glutinous rice, soy sauce water, soybean, wheat, salt , sugar, tapioca starch, sesame seeds, seaweed, salt, chili powder, fd and c yellow no. 6, and fd and c yellow no. 5) (4)",usda_only_train:5 | usda_only_val:3,,
1830,rotisserie chicken salad,rotisserie chicken salad,8,no,egg | soy,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:egg | allergen:soy | diet_block:meat | evidence:surface_form | review:product_style | review:surface_form_composite,"rotisserie chicken salad (chicken breast with rib meat chicken breast with rib meat, water, sea salt, chicken broth , lite mayonnaise water, soybean oil, eggs, egg yolks, vinegar, sugar, modified food starch (5) | rotisserie chicken salad (fully cooked rotisserie chicken breast with rib meat chicken breast with rib meat, water, sea salt, chicken broth , lite mayonnaise water, soybean oil, whole eggs, egg yolks, distilled ue vinegar, sugar, modified food starch (2) | rotisserie chicken salad (fully cooked rotisserie chicken breast with rib meat chicken breast with rib meat, water, sea salt, chicken broth , lite mayonnaise water, soybean oil, whole eggs, egg yolks, distilled vinegar, sugar, modified food starch (1)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
1820,crab surimi,crab surimi,39,no,fish | shellfish | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:fish | allergen:shellfish | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"crab surimi (13) | crab surimi (fish protein pollock and/or whiting , water, wheat starch, sugar, sorbitol (11) | crab surimi (fish protein pollock and/or whiting) (7) | crab surimi ( pollock and/or whiting , water, wheat starch, sugar, sorbitol (3) | crab surimi ( fish protein pollock and/or whiting , water, wheat starch, sugar, sorbitol, contain less than 2% of: salt, soybean oil, mirin wine, natural and artificial crab flavor, gel fiber, calcium carbonate, sodium tri-polyphosphate, tetrasodium pyrophosphate) (2)",usda_only_train:27 | usda_only_val:7 | usda_only_holdout:5,,
1805,multigrain cheese garlic crouton,multigrain cheese garlic crouton,16,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | diet_block:vegan_only | evidence:surface_form | review:product_style | review:surface_form_composite,"multigrain cheese garlic croutons (enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , canola and/or sunflower oil, whole wheat flour, whey, salt, yeast (9) | multigrain cheese garlic croutons (enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , canola and/or sunflower oil, whole wheat flour, whey, salt. yeast, honey natural and artificial flavor, parmesan cheese and enzyme modified cheese pasteurized milk, cheese cultures, salt, enzymes , cultured nonfat milk annatto color , extractives of turmeric and paprika color , enzymes, tbhq preservative ) (7)",usda_only_train:12 | usda_only_holdout:3 | usda_only_val:1,,
1805,cooked curly pasta,cooked curly pasta,15,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked curly pasta (water, semolina wheat, egg, egg white) (15)",usda_only_train:13 | usda_only_val:1 | usda_only_holdout:1,,
1805,deli roll,deli roll,15,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"deli roll ( enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid) (9) | deli roll ( enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , malted barley flour , water, palm oil, sugar, eggs, nonfat dry milk, vital wheat gluten, dough conditioner enriched wheat flour niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , datem, canola oil, dextrose, ascorbic acid, l-cysteine, enzymes , salt, yeast, xanthan gum, calcium propionate a mold inhibitor ) (4) | deli roll (enriched wheat flour wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid , water, palm oil palm oil, citric acid preservative ) (2)",usda_only_train:12 | usda_only_val:2 | usda_only_holdout:1,,
1805,enriched mafalda pasta,enriched mafalda pasta,15,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"enriched mafalda pasta (semolina wheat, egg white, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid) (15)",usda_only_train:13 | usda_only_val:1 | usda_only_holdout:1,,
1805,fettuccini pasta,fettuccini pasta,14,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"fettuccini pasta (enriched pasta durum wheat semolina, egg white, niacin, iron ferrous sulfate , thiamine mononitrate, riboflavin, folic acid ) (8) | fettuccini pasta (enriched pasta durum wheat semolina, egg white, niacin, iron ferroussulfate , thiamine mononitrate, riboflavin, folic acid ) (4) | fettuccini pasta (enriched pasta durum wheat semolina, egg white, niacin, iron ferrous_x000d_sulfate , thiamine mononitrate, riboflavin, folic acid ) (2)",usda_only_train:13 | usda_only_val:1,,
1805,acini de pepe pasta,acini de pepe pasta,13,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"acini de pepe pasta (water, semolina wheat, egg, egg white) (10) | acini de pepe pasta (water, semolina wheat, egg white) (3)",usda_only_train:9 | usda_only_val:2 | usda_only_holdout:2,,
1805,cooked whole wheat pasta,cooked whole wheat pasta,13,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked whole wheat pasta (durum whole grain semolina) (9) | cooked whole wheat pasta (water, whole wheat flour, durum wheat flour, egg whites) (4)",usda_only_train:10 | usda_only_val:3,,
1805,hawaiian sweet roll,hawaiian sweet roll,13,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"hawaiian sweet rolls (enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, sugar, liquid sugar sugar, water , butter pasteurized cream, salt , eggs (9) | hawaiian sweet rolls (enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, sugar, liquid sugar sugar water , butter pasteurized cream salt , eggs (4)",usda_only_train:8 | usda_only_val:4 | usda_only_holdout:1,,
1805,cooked enriched orzo pasta,cooked enriched orzo pasta,12,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked enriched orzo pasta (water, enriched semolina flour durum semolina, niacin, iron ferrous sulfate , thiamine mononitrate, riboflavin, folic acid , wheat gluten, canola oil, egg whites, locust bean gum, agar, carrageenan, xanthan gum) (7) | cooked enriched orzo pasta (water, semolina wheat flour, egg white, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid) (5)",usda_only_train:8 | usda_only_val:4,,
1805,cornbread,cornbread,12,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cornbread (water, corn meal, palm oil, sugar, wheat flour, dry whole milk, canola oil, dried whole eggs (8) | cornbread (enriched wheat flour flour, niacin, reduced iron, thiamine mononitrate vitamin b1 , riboflavin vitamin b2 , folic acid , cornmeal, sugar, wheat gluten (3) | cornbread (water, enriched yellow corn meal yellow corn meal, niacin, iron, thiamin mononitrate, riboflavin, folic acid , wheat flour enriched wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , margarine palm oil, water, soybean oil, salt (1)",usda_only_train:9 | usda_only_holdout:3,,
1805,cooked penne pasta,cooked penne pasta,11,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked penne pasta (water, penne pasta semolina wheat , durum wheat flour, niacin, iron ferrous sulfate , thiamine mononitrate, riboflavin, folic acid , oil dressing canola oil and extra virgin olive oil, sea salt, cultured sugar ) (6) | cooked penne pasta (water, whole grain wheat flour ultragraina® , wheat semolina, egg white) (2) | cooked penne pasta (water, whole grain wheat flour ultragrain® , wheat semolina, egg white) (1) | cooked penne pasta (water, whole grain wheat flour ultragrain , wheat semolina, egg white) (1) | cooked penne pasta (water, durum wheat semolina, soybean oil) (1)",usda_only_train:8 | usda_only_holdout:3,,
1805,honey wheat tortilla,honey wheat tortilla,11,no,soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:soy | diet_block:gluten_free | diet_block:vegan_only | evidence:surface_form | review:product_style | review:surface_form_composite,"honey wheat tortilla (bleached enriched wheat flour wheat flour malted barley flour niacin reduced iron, thiamme monomtrate riboflavin folic acid, water whole wheat flour blend of vegetable oils, soybean oil and hydrogenated cottonseed oil, honey, wheat seasoning, dextrose, wheat germ, caramel color, naturaland artificial flavors. sucralose, tricalcium phosphate, anticaking agent (6) | honey wheat tortilla (bleached enriched wheat flour wheat flour malted barley flour niacin reduced iron, thiamme monomtrate riboflavin folic acid, water whole wheat flour blend of vegetable oils, soybean oil and hydrogenated cottonseed oil, honey, wheat seasoning, dextrose, wheat germ, caramel color, natural and artificial flavors. sucralose, tricalcium phosphate, anticaking agent, corn starch, monocalcium phospate, salt dough contitioner, wheat flour, calcium sulfate, sorboc acid, fumaric acid, mono and diglyccrides, calcium propionate, cellulose gum, potassium sorbate) (5)",usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
1805,pancake mix,pancake mix,11,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"pancake mix (enriched bleached wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , malted barley flour , sugar, leavening baking soda, sodium aluminum phosphate, monocalcium phosphate , frosting (sugar, palm oil, water, corn syrup, sprinkles (rice flour, sugar, palm oil, water, glycerin, ethanol, corn starch, tapioca starch, glucose powder, gum arabic, xanthan gum, cellulose gum, carnauba wax, fd and c colors yellow 5, blue 1, red 40, red 40 lake ) (4) | pancake mix (enriched bleached wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour , cinnamon nugget dextrose, sugar, palm oil, corn flour, cinnamon, corn starch ,sugar, leavening baking soda, sodium aluminum phosphate, monocalcium phosphate , icing (sugar, palm oil, water, corn syrup, cream cheese powder cream cheese cream, milk, skim milk, whey, cheese cultures, salt, enzymes , whey, natural flavor, tocopherols and ascorbyl palmitate to protect flavor , cinnamon and brown sugar swirl (brown sugar, water, dextrose, butter cream, salt , modified corn starch (2) | pancake mix (enriched bleached wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , malted barley flour , sugar, sprinkles sugar, corn starch, palm oil, palm kernel oil, dextrin, sunflower lecithin, confectioners glaze, yellow 6 lake, red 3, yellow 5 lake, natural and artificial flavor, carnauba wax, yellow 5, blue 1 ,leavening baking soda, sodium aluminum phosphate, monocalcium phosphate , frosting (sugar, palm oil, water, corn syrup, sprinkles (sugar, corn starch, palm oil, palm kernel oil, dextrin, sunflower lecithin, confectioners glaze, yellow 6 lake, red 3, yellow 5 lake, natural and artificial flavor, carnauba wax, yellow 5, blue 1) (2) | pancake mix (enriched bleached wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour , cinnamon nugget dextrose, sugar, palm oil, corn flour, cinnamon, corn starch , sugar, leavening baking soda, sodium aluminum phosphate, monocalcium phosphate , icing (sugar, palm oil, water, corn syrup, cream cheese powder cream cheese cream, milk, skim milk, whey, cheese cultures, salt, enzymes , whey, natural flavor, tocopherols and ascorbyl palmitate to protect flavor , cinnamon and brown sugar swirl (brown sugar, water, dextrose, butter cream, salt , modified corn starch (1) | pancake mix (enriched bleached wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , malted barley flour , sugar, sprinkles sugar, corn starch, palm oil, palm kernel oil, dextrin, sunflower lecithin, confectioner's glaze, yellow 6 lake, red 3, yellow 5 lake, naturaland artificial flavor, carnauba wax, yellow 5, blue 1 , leavening baking soda, sodium aluminum phosphate, monocalcium phosphate , frosting (sugar, palm oil, water, corn syrup, sprinkles (sugar, corn starch, palm oil, palm kernel oil, dextrin, sunflower lecithin, confectioner's glaze, yellow 6 lake, red 3, yellow 5 lake, natural and artificial flavor, carnauba wax, yellow 5, blue 1) (1)",usda_only_train:8 | usda_only_val:3,,
1805,pastina pasta,pastina pasta,11,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"pastina pasta (semolina wheat, egg white) (11)",usda_only_train:9 | usda_only_val:1 | usda_only_holdout:1,,
1805,enriched mini cheese ravioli,enriched mini cheese ravioli,10,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"enriched mini cheese ravioli (enriched durum flour wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid , ricotta cheese whey, milk, vinegar, carrageenan (stabilizer) , water, asiago cheese cultured milk, salt, enzymes , eggs, parmesan cheese cultured part skim milk, salt, enzymes , part skim mozzarella cheese cultured part skim milk, salt enzymes (4) | enriched mini cheese ravioli (enriched durum flour wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid , ricotta cheese whey, milk, vinegar, carrageenan (stabilizer) , water, asiago cheese cultured milk, salt, enzymes , eggs, parmesan cheese cultured part skim milk, salt, enzymes , part skim mozzarella cheese cultured part skim milk, salt, enzymes (3) | enriched mini cheese ravioli (enriched durum flour wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid) (3)",usda_only_train:8 | usda_only_val:2,,
1805,cooked enriched shell pasta,cooked enriched shell pasta,9,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked enriched shell pasta (water, semolina, egg whites, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid) (7) | cooked enriched shell pasta (water, semolina wheat flour, egg whites, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid) (2)",usda_only_train:7 | usda_only_val:2,,
1805,cooked 9 grain pasta,cooked 9 grain pasta,8,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked 9 grain pasta (water, whole grain flours wheat ultragrain barley sustagrain , rye, oats, amaranth, quinoa, millet, sorghum, teff , wheat semolina, egg white) (4) | cooked 9 grain pasta (water, whole grain flours wheat ultragrain , barley sustagrain , rye, oats, amaranth, quinoa, millet, sorghum, teff , wheat semolina, egg white) (4)",usda_only_train:7 | usda_only_val:1,,
1805,potato roll,potato roll,8,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"potato roll (unbleached enriched wheat flour (flour, ferrous sulfate, niacin, thiamin, riboflavin, folic acid), nonfat milk, reconstituted potatoes (from potato flour), yeast, sugar, wheat gluten, sunflower oil (4) | potato roll: (enriched flour wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid , water, sugar, potato flakes, yeast (4)",usda_only_val:5 | usda_only_train:3,,
1795,creme cake mix,creme cake mix,60,no,milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"creme cake mix (sugar, bleached enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , food starch - modified, soybean oil, dairy product solids milk (15) | creme cake mix (sugar, bleached enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , food starch-modified, soybean oil, dextrose, salt, sodium aluminum phosphate, sodium bicarbonate, mono-and diglycerides, vital wheat gluten, corn starch, soy lecithin, artificial flavor, sodium stearoyl lactylate, whey) (10) | creme cake mix (sugar, bleached enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid) (6) | creme cake mix (sugar, bleached enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , food starch-modified, soybean oil, dextrose, salt, sodium aluminum phosphate, sodium bicarbonate, mono- and diglycerides, vital wheat gluten, corn starch, soy lecithin, artificial flavor, sodium stearoyl lactylate, whey) (5) | creme cake mix (sugar, enriched bleached wheat flour wheat flour, nacin, iron, thiamine mononitrate, riboflavin, folic acid , modified food starch, soybean oil, whey (4)",usda_only_train:39 | usda_only_val:11 | usda_only_holdout:10,,
1795,sourdough bread,sourdough bread,52,no,milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"sourdough bread (unbleached enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, yeast, salted butter pasteurized cream, salt , fully refined soybean oil, wheat gluten, wheat flour, canola oil, malted barley flour (9) | sourdough bread (enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil (8) | sourdough bread (enriched wheat flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, soybean oil (8) | sourdough bread (unbleached enriched flour wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid , water, yeast, soybean oil (7) | sourdough bread (unbleached enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water yeast, salted butter pasteurized cream, salt , fully refined soybean oil, wheat gluten, wheat flour, canola oil, malted barley flour (5)",usda_only_train:37 | usda_only_holdout:12 | usda_only_val:3,,
1795,biscuit,biscuit,49,no,milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"biscuit (enriched bleached flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, palm oil (6) | biscuit (enriched flour wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid , water, palm oil, leavening sodium bicarbonate, sodium acid pyrophosphate, sodium aluminum phosphate (6) | biscuit: (enriched bleached wheat flour (wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), water, partially hydrogenated soybean, cottonseed and/or canola oil, buttermilk solids, dextrose, baking powder (baking soda, monocalcium phosphate, sodium aluminum phosphate), palm oil (5) | biscuit (enriched flour wheat flour, malted barley flour, niacin, iron, thiamin mononitrate riboflavin folic acid , water, palm oil, leavening sodium bicarbonate, sodium acid pyrophosphate, sodium aluminum phosphate (5) | biscuit (enriched bleached flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , water, palm oil (5)",usda_only_train:37 | usda_only_holdout:7 | usda_only_val:5,,
1795,tuna salad,tuna salad,45,no,egg | fish | soy,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:egg | allergen:fish | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"tuna salad (tuna yellow fin tuna, water, salt , mayonnaise soybean oil, water, whole eggs and egg yolks, vinegar, salt, sugar, lemon juice from concentrate , oleoresin paprika, natural flavors, calcium disodium edta used to protect quality , celery, seasoning maltodextrin, cultured dextrose, sodium diacetate, salt, sodium chloride, egg white lysozyme, nisin preparation , dried onion, soybean oil, garlic salt salt, dehydrated garlic, silicone dioxide prevents caking , salt, xanthan and guar gum standardized with dextrose , sodium benzoate and potassium sorbate preservatives ) (14) | tuna salad (tuna fish yellowfin and / or tongolash, water, salt , mayonnaise canola oil, egg yolk, water, distilled vinegar, sugar (5) | tuna salad (tuna water, salt, vegetable broth ; bread(unbleached unbromated wheat flour malted barley flour, niacin, iron reduced , thiamine mononitrate, riboflavin, folic acid filtered water, levain, rye flour, molasses, canola oil, cracked wheat, flax, millet seeds, sunflower seeds, less than 2% of:salt, yeast, deactivated yeast, malt); lettuce (4) | tuna salad (tuna light tuna, water, vegetable broth, salt , mayonnaise soybean oil, whole egg, water, distilled vinegar, egg yolks (4) | tuna salad (4)",usda_only_train:32 | usda_only_val:7 | usda_only_holdout:6,,
1795,cheese stuffed crust,cheese stuffed crust,31,no,milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cheese stuffed crust (enriched flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , part-skim mozzarella cheese pasteurized milk, cheese cultures, salt, enzymes , water, modified potato starch, soybean oil. sugar, breadcrumbs bleached wheat flour, yeast, sugar, salt , yeast, salt blend salt, potassium chloride, natural flavor , methylcellulose, sodium steroyl lactylate, datem) (16) | cheese stuffed crust (enriched flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , part skim mozzarella cheese pasteurized milk, cultures, salt, enzymes , modified food starch, methylcellulose , water, soybean oil, sugar, 2% or less of bleached wheat flour, yeast, sugar, salt, potassium salt, natural flavor, sodium stearoyl lactylate, datem) (4) | cheese stuffed crust (enriched flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid) (3) | cheese stuffed crust (enriched flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, part-skim mozzarella cheese with modified food starch part-skim mozzarella cheese pasteurized milk, cultures, salt, enzymes , modified food starch, methylcellulose , canola oil, breadcrumbs enriched bleached wheat flour wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid , sugar, yeast, salt , palm oil shortening modified palm oil, natural butter flavor, beta carotene , yeast, sugar, salt) (2) | cheese stuffed crust (enriched flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , part-skim mozzarella cheese pasteurized milk, cheese cultures, salt, enzymes , water, modified potato starch, soybean oil, sugar, breadcrumbs bleached wheat flour, yeast, sugar, salt , yeast, salt blend salt, potassium chloride, natural flavor , methylcellulose, sodium steroyl lactylate, datem) (1)",usda_only_train:23 | usda_only_val:5 | usda_only_holdout:3,,
1790,crostini cracker,crostini cracker,16,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"crostini crackers (unbleached wheat flour, non-hydrogenated expeller-pressed palm kernel oil, extra virgin olive oil, sea salt, brewer's yeast, wheat malt, natural flavors (8) | crostini cracker (unbleached wheat flour, non-hydrogenated expeller-pressed palm kernel oil, extra virgin olive oil,sea salt, brewer's yeast, wheat malt, natural flavors (4) | crostini cracker (unbleached wheat flour, non-hydrogenated expeller-pressed palm kernel oil, extra virgin olive oil, sea salt, brewer's yeast, wheat malt, natural flavors (4)",usda_only_train:12 | usda_only_val:2 | usda_only_holdout:2,,
1790,white flour tortilla,white flour tortilla,14,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"white flour tortilla (enriched flour wheat flour, niacin (vitamin b3), reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid (vitamin b9), malted barley flour , water, sunflower oil (14)",usda_only_train:11 | usda_only_holdout:2 | usda_only_val:1,,
1790,preservative free white flour tortilla,preservative-free white flour tortilla,13,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"preservative-free white flour tortilla (unbleached wheat flour wheat flour, vitamin c, enzymes, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, canola oil (13)",usda_only_train:8 | usda_only_holdout:4 | usda_only_val:1,,
1790,blended corn tortilla,blended corn tortilla,9,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"blended corn tortilla (water, wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , corn masa flour (yellow corn masa flour, trace of lime , canola oil, palm oil, wheat gluten (4) | blended corn tortilla (water, wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), corn masa flour stone ground yellow corn masa flour, trace of lime , expeller pressed canola oil, palm oil, wheat gluten (3) | blended corn tortilla (water, wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , corn masa flour stone ground yellow corn masa flour, trace of lime , expeller pressed canola oil, palm oil, wheat gluten (2)",usda_only_train:5 | usda_only_val:3 | usda_only_holdout:1,,
1790,cocoa cookie mix,cocoa cookie mix,9,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cocoa cookie mix (sugar, wheat flour, cocoa processed with alkali, palm oil (6) | cocoa cookie mix (sugar, wheat flour, cocoa processed with alkali, palm oil, filling (sugar, water, palm oil, corn syrup, nonfat dry milk, canola oil, sprinkles and cookies (sprinkles sugar, hydrogenated palm kernel oil, corn starch, sunflower lecithin, maltodextrin, carnauba wax, vanillin, cellulose gum , cookies sugar, enriched wheat flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , palm oil, soybean oil, cocoa processed with alkali, invert sugar (3)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:2,,
1790,rosemary and olive oil focaccia roll,rosemary and olive oil focaccia roll,8,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"rosemary and olive oil focaccia roll (enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, extra virgin olive oil, sour culture, roasted garlic, salt, yeast, rosemary, semolina, cultured wheat starch preservative , olive oil, organic whole wheat flour, enzymes) (8)",usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
