priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1815,sauce,sauce,2018,no,milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"sauce (water, pasteurized process cheese sauce concentrate milk, palm oil, whey, water, maltodextrin, sodium phosphate, corn syrup solids (54) | sauce (water, soy sauce water, soybeans, wheat, salt , sugar, modified corn starch, distilled vinegar, sesame seed oil, garlic powder, ground ginger, spice) (30) | sauce (vine ripened fresh tomatoes, salt, garlic powder, onions, oregano, basil, fennel, black pepper, red pepper, naturally derived citric acid) (23) | sauce (tomato puree water, tomato paste , crust: enriched flour (wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, palm oil, soybean oil, yeast (22) | sauce (water, cream, soybean oil, parmesan cheese part-skim milk, cheese culture, salt, enzymes , romano cheese from cow's milk cultured part-skim milk, salt, enzymes , sherry wine, nonfat dry milk (21)",usda_only_train:1367 | usda_only_val:348 | usda_only_holdout:292 | openfoodfacts_targeted:11,,
1805,ranch sauce,ranch sauce,35,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"ranch sauce (water, creamer sunflower oil, corn syrup solids, sodium casienate (milk), mono- and diglycerides, dipotassium phosphate (13) | ranch sauce (water, seasoning (buttermilk solids, wheat starch, sugar, salt (7) | ranch sauce (water, canola oil, cream cheese pasteurized milk, cream, cheese cultures, salt,carob bean gum and/or xanthan gum , whey, cultured milk, buttermilk, maltodextrin, onion, garlic, natural and artificial flavors, salt, modified food starch, mono and diglycerides, sodium stearoyl lactylate, sorbic acid preservative , sugar, autolyzed yeast extract, spices) (6) | ranch sauce (water, creamer sunflower oil, corn syrup solids, sodium caseinate (milk), mono- and diglycerides, dipotassium phosphate (4) | ranch sauce (water, seasoning buttermilk solids, wheat starch, sugar, salt (3)",usda_only_train:25 | usda_only_holdout:7 | usda_only_val:3,,
1805,bechamel sauce,bechamel sauce,25,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"bechamel sauce (milk, butter cream, salt , unbleached wheat flour, shallots, corn and/or rice starch, salt, roasted garlic, spices, xanthan gum) (7) | bechamel sauce (whole milk solids, modified food starch, cornstarch, salt, sugar, natural flavor, yeast extract, dehydrated onion) (7) | bechamel sauce (water, whole milk powder, modified food starch, salt, sugar, natural flavor, yeast extract, onion powder) (7) | bechamel sauce (dry whole milk, modified corn starch, corn starch, salt, sugar, whey, enzyme modified butter, dehydrated butter, annatto and turmeric, yeast extract, onion powder) (4)",usda_only_train:20 | usda_only_val:3 | usda_only_holdout:2,,
1790,cheddar cheese sauce mix,cheddar cheese sauce mix,19,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | review:product_style,"cheddar cheese sauce mix (maltodextrin, dry whole milk, whey, salt, cheddar cheese pasteurized milk, cheese culture, salt, enzymes , food starch-modified (7) | cheddar cheese sauce mix (whey, palm oil powder palm oil, lactose, sodium caseinate, potassium phosphate, sodium silicoaluminate , cheddar cheese** pasteurized milk, salt, cheese cultures, enzymes , salt, butter** (6) | cheddar cheese sauce mix (whey, palm oil powder palm oil, lactose, sodium caseinate, potassium phosphate, sodium silicoaluminate , cheddar cheese* pasteurized milk, salt, cheese cultures, enzymes , salt, butter* (6)",usda_only_train:15 | usda_only_holdout:3 | usda_only_val:1,,
1790,butter sauce,butter sauce,16,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | review:product_style,"butter sauce (water, unsalted butter pasteurized cream, natural flavorings , modified corn starch, butter pasteurized cream, salt (7) | butter sauce (water, unsalted butter, pasteurized cream, natural flavorings , modified corn starch, butter pasteurized cream, salt (5) | butter sauce(modified corn starch, salt, whey solids, non-fat dry milk, maltodextrin,butter, sugar, buttermilk powder, natural butter flavor, xanthan gum, lacticacid, turmeric, annatto ) (4)",usda_only_train:12 | usda_only_val:3 | usda_only_holdout:1,,
1790,caramel sauce,caramel sauce,15,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"caramel sauce (corn syrup, sweetened condensed skim milk condensed skim milk, sugar, corn syrup , water, cream, modified corn starch, butter, sugar, salt, gellan gum, mono and diglycerides, colored with artificial color, yellow 5, yellow 6 , potassium sorbate preservative , artificial flavor, xanthan gum, baking soda) (8) | caramel sauce (corn syrup, sweetened condensed skim milk condensed skim milk, sugar, corn syrup , water, cream, modified corn starch, butter, sugar, salt, gellan gum, mono and diglycerides, colored with artificial color, yellow 5, yellow 6 , potassium sorbate preservative , artificial flavor, xanthan gum, sodium bicarbonate, sulfiting agents) (3) | caramel sauce (sugar, corn syrup, sweetened condensed skim milk skim milk, sugar , water, palm oil, whey, heavy cream, food starch-modified (3) | caramel sauce (1)",usda_only_train:8 | usda_only_val:6 | usda_only_holdout:1,,
1790,garlic sauce,garlic sauce,13,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"garlic sauce (labna cultured pasteurized skim milk, heavy cream, pectin , palm oil, water, garlic puree garlic, citric acid ,.00% , dextrose, spices, onion powder, garlic powder, and less than 2% tricalcium phosphate added as anticaking agent) (5) | garlic sauce (garlic spread, canola oil, garlic (4) | garlic sauce (butter alternative oil (liquid and hydrogenated soybean oil (3) | organic garlic sauce (water, organic half and half organic cream, organic milk , organic natural flavor (1)",usda_only_train:9 | usda_only_val:2 | usda_only_holdout:2,,
1790,creamy herb sauce,creamy herb sauce,12,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"creamy herb sauce (water, milk, cream, modified corn starch, vegetables carrot, onion, celery (12)",usda_only_train:8 | usda_only_val:2 | usda_only_holdout:2,,
1790,stroganoff sauce,stroganoff sauce,10,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"stroganoff sauce (gravy water, mushroom, wine (6) | stroganoff sauce (water, sour cream cultured milk, cream, whey protein concentrate (4)",usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
1790,broccoli cheese sauce,broccoli cheese sauce,9,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | review:product_style,"broccoli cheese sauce (water, velveeta cheese milk, whey, skim milk, milk protein concentrate, whey protein concentrate, milkfat, sodium phosphate, (potato starch and powdered cellulose to prevent caking , natamycin a natural mold inhibitor ) (5) | broccoli cheese sauce (water, velveeta cheese (milk, whey, skim milk, milk protein concentrate, whey protein concentrate, milkfat, sodium phosphate (4)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:2,,
1790,buffalo wing sauce,buffalo wing sauce,9,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"buffalo wing sauce (distilled vinegar, cayenne red peppers, salt, water, canola oil, paprika, xanthan gum, buttertype flavor, garlic powder) (5) | buffalo wing sauce (distilled vinegar, aged cayenne red peppers, salt, water, canola oil, paprika, xanthan gum, sodium benzoate as preservative , natural butter type flavor, garlic powder) (4)",usda_only_train:5 | usda_only_val:3 | usda_only_holdout:1,,
1790,alfredo sauce mix,alfredo sauce mix,8,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"alfredo sauce mix (maltodextrin, palm oil powder palm oil, lactose, sodium caseinate, potassium phosphate, sodium silicoaluminate , salt, cornstarch, nonfat dry milk, sodium citrate (8)",usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
1790,cheddar broccoli sauce mix,cheddar broccoli sauce mix,8,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"cheddar broccoli sauce mix (cornstarch, dry whole milk, salt, sodium citrate, dehydrated broccoli, natural flavors, hydrolyzed corn protein, potassium chloride, onion powder (8)",usda_only_train:5 | usda_only_val:3,,
1790,fudge sauce,fudge sauce,8,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"fudge sauce (water, sweetened condensed skim milk skim milk, sugar, corn syrup , sugar, fructose, partially hydrogenated palm kernel oil, cocoa, corn starch, buttermilk, cocoa processed with alkali, butter, whey, salt, sodium alginate, natural and artificial flavor, potassium sorbate preservative , artificial color, mono and diglycerides, xanthan gum, sodium bicarbonate) (8)",usda_only_train:5 | usda_only_val:3,,
1790,garlic parmesan sauce,garlic parmesan sauce,8,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"garlic parmesan sauce (water, cheese powder milk, salt, cheese cultures, enzymes , milk, sunflower oil, vinegar, grated parmesan cheese milk, salt, cheese cultures, enzymes , canola oil, granulated garlic, cornstarch, salt (6) | garlic parmesan sauce (water, soybean oil, vinegar, corn syrup, parmesan cheese milk, culture, salt, enzymes , garlic, salt, nonfat dry milk, whey protein concentrate, 2% or less spices, modified food starch, sugar, garlic powder, lemon juice, lactic acid, onion powder, xanthan gum) (2)",usda_only_train:3 | usda_only_holdout:3 | usda_only_val:2,,
1790,restricted melt cheese sauce,restricted melt cheese sauce,8,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | review:product_style,"pasteurized restricted melt cheese sauce (cheddar cheese pasteurized milk, cheese culture, salt, enzymes , water, milkfat, whey, enzyme modified cheese pasteurized milk, water, sodium phosphate, milkfat, salt, cheese culture, enzymes , sodium phosphate, modified food starch, salt, lactic acid, sodium alginate, sorbic acid as a preservative) (8)",usda_only_train:4 | usda_only_val:2 | usda_only_holdout:2,,
1780,cheddar cheese sauce,cheddar cheese sauce,98,no,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"cheddar cheese sauce: (whey, granular and cheddar cheese milk, cheese culture, salt, enzymes , whey protein concentrate, salt (10) | cheddar cheese sauce (cheddar cheese milk, cheese culture, salt, enzymes , water, whey, canola oil, sodium phosphate (10) | cheddar cheese sauce (cheddar cheese milk, cheese culture, salt, enzymes , skim milk, whey, canola oil, sodium phosphate, whey protein concentrate, water, salt (9) | cheddar cheese sauce (whey, granular and cheddar cheese milk, cheese culture, salt, enzymes , whey protein concentrate, salt (8) | cheddar cheese sauce (water, aged cheddar cheese cultured milk, salt, enzymes, annatto color , soybean oil, modified corn starch, sodium phosphate, salt, cellulose gum, mono and diglycerides, spice, yeast extract, annatto color) (7)",usda_only_train:69 | usda_only_val:17 | usda_only_holdout:12,,
1780,orange sauce,orange sauce,27,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"orange sauce (water, high fructose corn syrup, sucrose, distilled vinegar, modified food starch, red bell peppers, salt, orange juice concentrate, dehydrated garlic, garlic, soybean oil, guajillo peppers, xanthan gum, garlic powder, sodium benzoate and potassium sorbate preservatives , natural and artificial orange flavor, spices, dehydrated red bell peppers, citric acid, red shade #40) (12) | orange sauce (sugar, water, distilled vinegar, soy sauce water, wheat, soybeans, salt , food starch, orange juice concentrate, lactic acid, salt, spices, yeast extract) (9) | orange sauce (sugar, water, high fructose corn syrup, soy sauce water, soybeans, salt, wheat flour, sodium benzoate preservative , orange juice concentrate, modified cornstarch (4) | orange sauce (water, sugar, tamari water, soybeans, salt , rice vinegar, orange juice concentrate, corn starch, mirin water, mirin rice, alcohol, salt, enzyme, koji , sugar, lactic acid , canola oil, salt, garlic powder, guar gum, natural flavor, spices) (1) | orange sauce (sugar, water, high fructose corn syrup, soy sauce water, soybeans, salt, wheat flour, sodium benzoate , orange juice concentrate, modified cornstarch (1)",usda_only_train:16 | usda_only_val:9 | usda_only_holdout:2,,
1780,creamy avocado dressing,creamy avocado dressing,25,no,egg | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"creamy avocado dressing (soybean oil and/or canola oil, water, guacamole avocados, dehydrated onion, white vinegar, salt, granulated garlic , cilantro, white wine vinegar, pepita seeds, egg yolk, sugar (24) | creamy avocado dressing (soybean oil and/or canola oil, water, guacamole avocado, dehydrated onion, white vinegar, salt, granulated garlic , cilantro, white wine vinegar, pepita seeds, egg yolk, sugar (1)",usda_only_train:20 | usda_only_holdout:4 | usda_only_val:1,,
1780,sweet and sour sauce,sweet and sour sauce,21,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"sweet and sour sauce (sucrose, water, vinegar, modified food starch, soybean oil, xanthan gum, sodium benzoate preservative , salt, red #40, fd and c yellow #6, fd and c yellow #5) (6) | sweet and sour sauce (unsweetened pineapple juice, sugar, distilled white vinegar, tomato paste, tamari soy sauce water, soybeans, salt, sugar , pineapple juice concentrate, modified corn starch, salt, extractives of paprika (5) | sweet and sour sauce (water, sugar, apricot puree concentrate, soy sauce water, wheat, soybeans, salt, lactic acid, less than 0.1% sodium benzoate as a preservative , modified food starch (5) | sweet and sour sauce (water, sugar, pineapple juice concentrate, rice vinegar, modified corn starch, soy sauce water, soybeans, wheat, salt, alcohol, vinegar, lactic acid , salt, tomato paste, garlic, cooking wine white wine, natural flavor, salt , ginger, canola oil, chili paste red chili peppers, distilled vinegar, salt ) (3) | sweet and sour sauce (water, high fructose corn syrup, brown sugar, distilled vinegar, food starch-modified, pineapple juice concentrate (2)",usda_only_train:12 | usda_only_holdout:6 | usda_only_val:3,,
1780,louie dressing,louie dressing,18,no,egg | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"louie dressing (soybean oil, water, distilled vinegar, tomato paste, sugar, egg yolks, salt (18)",usda_only_train:14 | usda_only_val:2 | usda_only_holdout:2,,
1780,lite blue cheese dressing,lite blue cheese dressing,15,no,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"lite blue cheese dressing (buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , water, soybean oil, blue cheese pasteurized milk, cheese cultures, salt, enzymes, natamycin as an anti-mycotic agent , buttermilk solids (10) | lite blue cheese dressing ((buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , water, soybean oil, blue cheese pasteurized milk, cheese cultures, salt, enzymes, natamycin as an anti-mycotic agent , buttermilk solids (5)",usda_only_train:10 | usda_only_holdout:3 | usda_only_val:2,,
1780,balsamic dressing,balsamic dressing,8,no,soy,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:soy | diet_block:meat | evidence:surface_form | review:product_style | review:surface_form_composite,"balsamic dressing (soybean oil and/or canola oil, balsamic vinegar wine vinegar, concentrated grape must, caramel color , sugar, salt, tomatoes, bacon (pork, water, salt, sodium phosphates, sodium erythorbate, sodium nitrite (8)",usda_only_train:6 | usda_only_holdout:2,,
1780,lite jalapeno ranch dressing,lite jalapeno ranch dressing,7,no,egg | milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"lite jalapeno ranch dressing (water, non fat buttermilk whey, water, skim milk powder, corn starch, tapioca starch, carrageenan, locust bean gum, culture , canola oil, sour cream cultured milk, cream, whey, modified corn starch, sodium phosphate, guar gum, carrageenan, calcium sulfate, locust bean gum , jalapeno peppers, egg yolk, sugar, distilled vinegar, salt, modified corn starch, com starch, skim milk powder blend dairy whey, sodium caseinate, skim milk powder , green onion, apple cider vinegar, spices, dried garlic, stabilizer blend xanthan gum, carrageenan , maltodextrin, dried onion, potassium chloride, dried bell pepper, autolyzed yeast extract, whey powder, skim milk powder, mustard flour, paprika, natural flavors, butter extractives) (7)",usda_only_train:6 | usda_only_val:1,,
1770,blue cheese dressing,blue cheese dressing,75,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"blue cheese dressing (soybean oil, cultured lowfat buttermilk, blue cheese pasteurized milk, cheese cultures, salt, enzymes, powdered cellulose to prevent caking , sour cream cultured nonfat milk, cream , egg yolks, distilled vinegar, water (13) | blue cheese dressing (mayonnaise soybean oil, corn syrup, water, egg yolks, distilled vinegar (10) | blue cheese dressing (canola oil, non fat buttermilk whey, water, skim milk powder, corn starch, tapioca starch, carrageenan gum, locust bean gum, culture , blue cheese milk, salt, culture, enzymes , water, egg yolk, distilled vinegar, salt, sugar, maltodextrin, cultured dextrose, natural flavor, dried garlic, mustard flour, spice, xanthan gum, guar gum) (9) | blue cheese dressing (mayonnaise soybean oil, water, cider vinegar, egg yolks (7) | blue cheese dressing (soybean oil, cultured lowfat buttermilk, blue cheese pasteurized milk, cheese cultures, salt, enzymes, powdered cellulose to prevent caking) (6)",usda_only_train:48 | usda_only_val:15 | usda_only_holdout:12,,
1770,buttermilk ranch dressing,buttermilk ranch dressing,72,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"buttermilk ranch dressing (canola oil, buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , water, sugar, egg yolks, distilled vinegar (25) | buttermilk ranch dressing (cultured nonfat buttermilk water, nonfat dry milk, soybean oil, buttermilk cultures , soybean oil, water, egg yolks, distilled vinegar (20) | buttermilk ranch dressing (canola oil, cultured low fat buttermilk, water, sour cream cultured nonfat milk, cream, egg yolks, distilled vinegar, sugar (7) | buttermilk ranch dressing (soybean oil, buttermilk cultured pasteurized skim milk and milk. sodium citrate ans salt , water, distilled vinegar, high fructose corn syrup, salt (4) | buttermilk ranch dressing (soybean oil, water, vinegar, egg yolk, buttermilk solids (4)",usda_only_train:45 | usda_only_val:16 | usda_only_holdout:11,,
1770,salsa ranch dressing,salsa ranch dressing,66,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"salsa ranch dressing (soybean oil and/or canola oil, tomatoes, water, white wine vinegar, sugar, egg yolk (13) | salsa ranch dressing (soybean oil and/or canola oil, water, tomatoes, inverted sugar, distilled vinegar, egg yolk, tomato paste (12) | salsa ranch dressing (vegetable oil soybean oil and/or canola oil , salsa tomatoes, onions, chilies, garlic, salt, cilantro, citric acid, xanthan gum , buttermilk cultured skim milk, butterfat, salt , sugar, white wine vinegar, natural and artificial flavors, water, egg yolks, salt, jalapeno peppers, dehydrated garlic, phosphoric acid, xanthan gum, spices, polysorbate 60, sodium benzoate and potassium sorbate as preservatives , dehydrated parsley, citric acid, calcium disodium edta added to protect flavor ) (11) | salsa ranch dressing (water, cultured lowfat buttermilk, soybean oil, cider vinegar, tomato paste, distilled vinegar, sugar (6) | salsa ranch dressing (soybean oil and/or canola oil, tomatoes, water, buttermilk cultured pasteurized part-skim milk, nonfat milk powder, salt , inverted sugar, white wine vinegar (5)",usda_only_train:44 | usda_only_val:11 | usda_only_holdout:11,,
1770,bbq ranch dressing,bbq ranch dressing,52,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"bbq ranch dressing (water, buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , soybean oil, tomato paste, sugar, distilled vinegar, salt (18) | bbq ranch dressing (water, canola oil, low fat buttermilk skim milk, whey, water, skim milk solids, whey solids, corn starch, tapioca starch, disodium phosphate, carrageenan gum, locust bean gum, culture , sugar, tomato paste, distilled vinegar, molasses, egg yolk, salt, cider vinegar, modified corn starch, onion, natural smoke flavor, mustard flour, green onion, spices, dried onion, potassium sorbate and sodium benzoate preservatives , xanthan gum, dried chipotle pepper, caramel color, guar gum, dried garlic, calcium disodium edta added to protect quality , dried red pepper, paprika) (7) | bbq ranch dressing (expeller pressed canola oil, water, sugar, tomatoes, buttermilk (cultured pasteurized part-skim milk, nonfat milk powder, salt , sour cream (cultured pasteurized nonfat milk and cream , distilled vinegar, salt (6) | bbq ranch dressing (water, canola oil, lowfat buttermilk skim milk, whey, water, skim milk solids, whey solids, corn starch, tapioca starch, disodium phosphate, carrageenan gum, locust bean gum, culture , sugar, tomato paste, distilled vinegar, molasses, egg yolk, salt, cider vinegar, modified corn starch, onion, natural smoke flavor, mustard flour, green onion, spices, dried onion, potassium sorbate and sodium benzoate preservatives , xanthan gum, dried chipotle pepper, caramel color, guar gum, dried garlic, calcium disodium edta added to protect quality , dried red pepper, paprika) (5) | bbq ranch dressing: ((water, buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , soybean oil, tomato paste, sugar, distilled vinegar, salt (4)",usda_only_train:41 | usda_only_holdout:6 | usda_only_val:5,,
1770,homestyle ranch dressing,homestyle ranch dressing,46,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"homestyle ranch dressing (soybean oil, water, buttermilk, egg yolk, distilled vinegar (30) | homestyle ranch dressing (soybean and/or canola oil, water, distilled vinegar, dehydrated buttermilk (14) | homestyle ranch dressing (canola oil, cultured lowfat buttermilk, water, sour cream (cultured nonfat milk, cream , egg yolks, distilled vinegar, sugar, uncured bacon-no nitrites or nitrates added except those naturally found in sea salt and cultured celery juice (pork, water, sea salt, sugar, natural smoke flavor, cultured celery juice), red cabbage, carrot (1) | homestyle ranch dressing (vegetable oil soybean and/or canola oil , water, distilled vinegar, dehydrated buttermilk (1)",usda_only_train:35 | usda_only_val:6 | usda_only_holdout:5,,
1770,buffalo ranch dressing,buffalo ranch dressing,30,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"buffalo ranch dressing (soybean oil and/or canola oil, cayenne pepper sauce aged cayenne red peppers, distilled vinegar, water, salt, garlic powder , water, buttermilk cultured pasteurized part-skim milk, nonfat milk powder, salt , sugar, egg yolk (15) | buffalo ranch dressing (soybean oil, buttermilk, water, distilled vinegar, cayenne red pepper, salt, egg yolk, sugar, dehydrated garlic, dehydrated onion, xanthan gum, spice, lemon juice concentrate, natural flavor, oleoresin paprika) (15)",usda_only_train:19 | usda_only_val:10 | usda_only_holdout:1,,
1770,sesame ginger dressing,sesame ginger dressing,23,no,sesame | soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:sesame | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"sesame ginger dressing (sugar, water, soybean and/or canola oil, soy sauce water, wheat, soybeans, salt , sesame oil, carrot puree, rice vinegar, distilled vinegar (8) | sesame ginger dressing (water, sugar, soy sauce water, wheat, soybeans, salt, alcohol to retain freshness , vinegar, lactic acid , rice vinegar, ginger, modified corn starch, canola oil, sesame seeds, xanthan gum, sesame oil, dried garlic, dried onion) (6) | sesame ginger dressing (sugar, vegetable oil soybean and/or canola oil , water, soy sauce water, wheat, soybeans, salt, alcohol to retain freshness , sesame oil, carrot puree, rice vinegar, distilled vinegar, peach puree, natural flavors, white miso paste water, rice, organic soybeans, salt, koji starter aspergillus oryzae , shallot, ginger, cornstarch, salt, sesame seeds, dehydrated red bell pepper, garlic, xanthan gum, onion powder, lemon juice concentrate, spice, citric acid) (5) | sesame ginger dressing (soybean oil, high fructose corn syrup, water, soy sauce water, soybeans, wheat, salt , vinegar, sesame oil, sugar, peach puree, apricot puree, rice vinegar, cultured dextrose anti-microbial agent , lemon juice from concentrate, food starch-modified, dehydrated red bell pepper, sesame seeds, xanthan gum, salt, onion, garlic, citric acid, spice) (4)",usda_only_train:14 | usda_only_holdout:5 | usda_only_val:4,,
1770,dill pickle ranch dressing,dill pickle ranch dressing,20,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"dill pickle ranch dressing (soybean oil, cultured lowfat buttermilk, water, distilled vinegar, onion, pickles, nonfat dry milk, sugar, cucumber juice, egg yolks (18) | dill pickle ranch dressing (soybean oil, cultured low buttermilk, water, distilled vinegar, onion, pickles, nonfat dry milk, sugar, cucumber juice, egg yolks (1) | dill pickle ranch dressing (soybean oil, cultured lowfat buttermilk, water, distilled vinegar, onion, pickles cucumber, salt , non-fat dry milk, sugar, cucumber juice, egg yolks (1)",usda_only_train:13 | usda_only_holdout:4 | usda_only_val:3,,
1770,sesame ginger miso dressing,sesame ginger miso dressing,20,no,sesame | soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:sesame | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"sesame ginger miso dressing (sugar, water, soybean and/or canola oil, soy sauce water, wheat, soybeans, salt , sesame oil, carrot puree, rice vinegar, distilled vinegar (6) | sesame ginger miso dressing (sugar, water, soybean oil and/or canola oil, soy sauce water, wheat, soybeans, salt , sesame oil, carrot puree, rice vinegar, distilled vinegar (5) | sesame ginger miso dressing (sugar, water, soybean oil and/or canola oil, soy sauce (water, wheat, soybeans, salt sesame oil, carrot puree, rice vinegar, distilled vinegar (4) | sesame ginger miso dressing (sugar, vegetable oil soybean and/or canola oil , water, soy sauce water, wheat, soybeans, salt, alcohol to retain freshness , sesame oil, carrot puree, rice vinegar, distilled vinegar, peach puree, natural flavors, white miso paste water, rice, organic soybeans, salt, koji starter aspergillus oryzae , shallot, ginger, cornstarch, salt, sesame seeds, dehydrated red bell pepper, garlic, xanthan gum, onion powder, lemon juice concentrate, spice, citric acid) (2) | sesame ginger miso dressing (sugar, water, soybean oil and/or canola oil, soy sauce water, wheat, soybeans, salt , sesame oil, carrot puree, rice vinegar, distilled vinegar, almonds, sunflower kernels (sunflower kernels, cottonseed oil. salt) (1)",usda_only_train:12 | usda_only_holdout:6 | usda_only_val:2,,
1755,oyster sauce,oyster sauce,43,no,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish | review:product_style,"oyster sauce (water, sugar, salt, oyster extractives oyster, water, salt , modified corn starch, caramel color) (15) | oyster sauce (water, sugar, salt, oyster extractives oyster, water, salt , corn starch) (10) | oyster sauce (water, sugar, salt, oyster extractive oyster, water, salt , corn starch) (4) | oyster sauce (soy sauce soybeans, wheat flour, salt, water , water, sugar, oyster extract, modified tapioca starch, salt, sodium lactate, vinegar, oyster flavor, caramel color) (4) | oyster sauce (water, sugar, salt, oyster extractive oyster, water, salt , modified corn starch, caramel) (4)",usda_only_train:28 | usda_only_val:7 | usda_only_holdout:4 | openfoodfacts_targeted:4,,
